Word,Frequency,Letters_Number,Unique_Letters_number,Difference,Tokens_Number,Tokens_gpt4o-mini,GPT4o-mini_IFCorrect
genetics,12285353,8,7,1,2,gen etics,0
attended,12284886,8,5,3,1,attended,0
difficulty,12282409,10,8,2,1,difficulty,0
punk,12282363,4,4,0,1,punk,1
collective,12276900,10,7,3,2,collect ive,0
coalition,12274377,9,7,2,2,coal ition,0
pi,12272978,2,2,0,1,pi,1
dropped,12265666,7,5,2,2,dro pped,0
enrollment,12253733,10,7,3,2,en rollment,0
duke,12250071,4,4,0,2,du ke,1
walter,12248848,6,6,0,2,wal ter,1
ai,12248842,2,2,0,1,ai,1
pace,12247704,4,4,0,1,pace,1
besides,12246405,7,5,2,2,bes ides,0
wage,12243196,4,4,0,2,w age,1
producers,12242166,9,8,1,2,pro ducers,1
ot,12234379,2,2,0,1,ot,1
collector,12233823,9,6,3,1,collector,0
arc,12229184,3,3,0,1,arc,1
hosts,12228736,5,4,1,1,hosts,0
interfaces,12224161,10,9,1,1,interfaces,1
advertisers,12223306,11,8,3,3,ad vertis ers,0
moments,12221536,7,6,1,2,mom ents,1
atlas,12221120,5,4,1,2,at las,1
strings,12221039,7,6,1,1,strings,1
dawn,12219521,4,4,0,2,d awn,1
representing,12219202,12,8,4,2,represent ing,0
observation,12217876,11,10,1,1,observation,0
feels,12212683,5,4,1,2,fe els,0
torture,12209454,7,5,2,3,t ort ure,1
carl,12209059,4,4,0,2,car l,1
deleted,12207876,7,4,3,1,deleted,0
coat,12207355,4,4,0,1,coat,1
mitchell,12207212,8,7,1,3,m itch ell,1
mrs,12206596,3,3,0,2,m rs,1
rica,12205992,4,4,0,1,rica,1
restoration,12202668,11,8,3,2,rest oration,0
convenience,12201623,11,6,5,2,con venience,0
returning,12197026,9,7,2,2,return ing,1
ralph,12190683,5,5,0,2,ral ph,1
opposition,12183104,10,6,4,2,op position,0
container,12181942,9,8,1,1,container,1
yr,12176279,2,2,0,1,yr,1
defendant,12169689,9,6,3,2,def endant,0
warner,12165874,6,5,1,2,war ner,1
confirmation,12157725,12,9,3,1,confirmation,0
app,12156802,3,2,1,1,app,1
embedded,12156057,8,4,4,1,embedded,0
inkjet,12155897,6,6,0,2,ink jet,1
supervisor,12154591,10,8,2,2,sup ervisor,0
wizard,12151804,6,6,0,1,wizard,1
corps,12150135,5,5,0,2,cor ps,1
actors,12149923,6,6,0,1,actors,1
liver,12139363,5,5,0,2,l iver,1
peripherals,12137652,11,8,3,2,per ipherals,0
liable,12126852,6,5,1,1,liable,0
brochure,12124414,8,7,1,2,bro chure,1
morris,12122016,6,5,1,2,mor ris,0
bestsellers,12121686,11,6,5,3,best s ellers,0
petition,12120487,8,6,2,1,petition,0
eminem,12120025,6,4,2,2,emin em,1
recall,12118110,6,5,1,1,recall,0
antenna,12115794,7,4,3,2,ant enna,0
picked,12114899,6,6,0,1,picked,1
assumed,12113023,7,6,1,2,ass umed,1
departure,12111116,9,7,2,1,departure,0
minneapolis,12111079,11,9,2,2,min neapolis,1
belief,12108114,6,5,1,1,belief,1
killing,12106805,7,5,2,2,k illing,0
bikini,12105241,6,4,2,3,b ik ini,1
memphis,12103085,7,6,1,2,mem phis,0
shoulder,12100130,8,8,0,2,should er,1
decor,12098868,5,5,0,1,decor,1
lookup,12096074,6,5,1,1,lookup,0
texts,12095723,5,4,1,1,texts,1
harvard,12089345,7,5,2,2,har vard,0
brokers,12075458,7,6,1,2,bro kers,1
roy,12074809,3,3,0,1,roy,1
ion,12074177,3,3,0,1,ion,1
diameter,12059691,8,7,1,2,d iameter,0
ottawa,12050603,6,4,2,2,ott awa,0
doll,12047864,4,3,1,1,doll,1
ic,12040669,2,2,0,1,ic,1
podcast,12040451,7,7,0,2,pod cast,1
tit,12036749,3,2,1,1,tit,1
seasons,12035131,7,5,2,2,season s,0
peru,12033152,4,4,0,2,per u,1
interactions,12030927,12,9,3,2,inter actions,0
refine,12027198,6,5,1,2,ref ine,0
bidder,12023506,6,5,1,2,bid der,1
singer,12021075,6,6,0,2,s inger,1
evans,12020970,5,5,0,2,ev ans,1
herald,12020777,6,6,0,2,her ald,1
literacy,12016141,8,8,0,2,liter acy,1
fails,12015364,5,5,0,1,fails,1
aging,12014007,5,4,1,1,aging,1
nike,12009663,4,4,0,2,n ike,1
intervention,12006519,12,7,5,2,int ervention,0
pissing,12005503,7,5,2,2,p issing,1
fed,12005354,3,3,0,1,fed,1
plugin,12004200,6,6,0,1,plugin,1
attraction,11998068,10,7,3,2,attr action,0
diving,11997559,6,5,1,2,div ing,0
invite,11994795,6,5,1,1,invite,0
modification,11994630,12,9,3,1,modification,0
alice,11994061,5,5,0,1,alice,1
latinas,11988068,7,6,1,2,lat inas,0
suppose,11981451,7,5,2,2,sup pose,0
customized,11979867,10,10,0,2,custom ized,1
reed,11977359,4,3,1,1,reed,1
involve,11976257,7,6,1,2,inv olve,0
moderate,11975598,8,7,1,2,mod erate,0
terror,11975502,6,4,2,1,terror,0
younger,11971094,7,7,0,2,you nger,1
thirty,11969481,6,5,1,2,th irty,1
mice,11967727,4,4,0,2,m ice,1
opposite,11965213,8,6,2,2,op posite,0
understood,11962620,10,8,2,2,under stood,0
rapidly,11959135,7,7,0,2,rapid ly,1
dealtime,11955064,8,7,1,2,deal time,0
ban,11940116,3,3,0,1,ban,1
temp,11938391,4,4,0,1,temp,1
intro,11938092,5,5,0,1,intro,1
mercedes,11935820,8,6,2,2,mer cedes,0
zus,11935423,3,3,0,2,z us,1
assurance,11928914,9,7,2,2,ass urance,1
fisting,11927246,7,6,1,2,f isting,0
clerk,11923960,5,5,0,2,cl erk,1
happening,11920756,9,7,2,3,h app ening,1
vast,11916770,4,4,0,2,v ast,1
mills,11910667,5,4,1,2,m ills,1
outline,11910319,7,7,0,1,outline,0
amendments,11901949,10,7,3,3,am end ments,0
tramadol,11899198,8,7,1,2,tram adol,1
holland,11897739,7,6,1,2,h olland,1
receives,11897613,8,6,2,2,rece ives,0
jeans,11896655,5,5,0,2,je ans,1
metropolitan,11896215,12,10,2,2,met ropolitan,0
compilation,11894545,11,9,2,2,comp ilation,0
verification,11890283,12,10,2,1,verification,0
fonts,11884559,5,5,0,1,fonts,1
ent,11872105,3,3,0,1,ent,1
odd,11871958,3,2,1,1,odd,0
wrap,11871928,4,4,0,1,wrap,1
refers,11869181,6,4,2,2,ref ers,0
mood,11868381,4,3,1,2,m ood,1
favor,11867822,5,5,0,1,favor,1
veterans,11867645,8,7,1,3,v eter ans,1
quiz,11866535,4,4,0,1,quiz,1
mx,11866191,2,2,0,1,mx,1
sigma,11864409,5,5,0,1,sigma,1
gr,11858655,2,2,0,1,gr,1
attractive,11857523,10,7,3,2,at tractive,0
xhtml,11856704,5,5,0,2,x html,1
occasion,11854911,8,6,2,1,occasion,1
recordings,11854099,10,9,1,2,record ings,1
jefferson,11851441,9,7,2,3,je ff erson,1
victim,11844825,6,5,1,1,victim,1
demands,11843789,7,6,1,2,dem ands,0
sleeping,11840656,8,7,1,2,sleep ing,1
careful,11836566,7,7,0,2,care ful,1
ext,11830447,3,3,0,1,ext,1
beam,11827772,4,4,0,1,beam,1
gardening,11823864,9,7,2,2,gard ening,1
obligations,11820453,11,9,2,3,ob lig ations,0
arrive,11812688,6,5,1,2,arr ive,1
orchestra,11808109,9,8,1,3,orch est ra,0
sunset,11802197,6,5,1,2,s unset,1
tracked,11801246,7,7,0,1,tracked,0
moreover,11797770,8,5,3,2,more over,0
minimal,11787905,7,5,2,1,minimal,0
polyphonic,11779964,10,8,2,3,poly ph onic,0
lottery,11776450,7,6,1,2,lot tery,0
tops,11771127,4,4,0,2,top s,1
framed,11770634,6,6,0,2,fr amed,1
aside,11768649,5,5,0,1,aside,1
outsourcing,11766166,11,9,2,2,outs ourcing,0
licence,11761605,7,5,2,1,licence,0
adjustable,11757528,10,9,1,2,adjust able,1
allocation,11756315,10,7,3,1,allocation,0
michelle,11752565,8,6,2,3,m ich elle,1
essay,11750312,5,4,1,1,essay,0
discipline,11734967,10,8,2,2,disc ipline,1
amy,11734926,3,3,0,1,amy,1
ts,11731220,2,2,0,1,ts,1
demonstrated,11721030,12,9,3,4,d emon str ated,1
dialogue,11720390,8,8,0,2,dialog ue,1
identifying,11718306,11,8,3,2,ident ifying,0
alphabetical,11717970,12,9,3,2,alphabet ical,0
camps,11712039,5,5,0,2,c amps,1
declared,11707935,8,6,2,2,decl ared,0
dispatched,11701771,10,9,1,2,dispatch ed,1
aaron,11698784,5,4,1,2,a aron,0
handheld,11697875,8,6,2,2,hand held,0
trace,11697252,5,5,0,1,trace,1
disposal,11693072,8,7,1,2,dis posal,0
shut,11689186,4,4,0,2,sh ut,1
florists,11684143,8,7,1,3,fl or ists,1
packs,11683277,5,5,0,2,pack s,1
ge,11678554,2,2,0,1,ge,1
installing,11675871,10,7,3,2,install ing,0
switches,11673995,8,7,1,2,switch es,1
romania,11672746,7,6,1,2,rom ania,1
voluntary,11671298,9,9,0,2,vol untary,1
ncaa,11671224,4,3,1,2,n caa,1
thou,11669062,4,4,0,2,th ou,1
consult,11666011,7,7,0,1,consult,1
phd,11665297,3,3,0,2,ph d,1
greatly,11664471,7,7,0,2,great ly,1
blogging,11660000,8,6,2,2,blog ging,0
mask,11654805,4,4,0,1,mask,1
cycling,11653999,7,6,1,2,c ycling,1
midnight,11650394,8,7,1,2,mid night,0
ng,11645846,2,2,0,1,ng,1
commonly,11638541,8,6,2,2,common ly,0
pe,11638517,2,2,0,1,pe,1
photographer,11637896,12,8,4,2,phot ographer,0
inform,11637681,6,6,0,1,inform,1
turkish,11628585,7,7,0,2,tur kish,1
coal,11625191,4,4,0,1,coal,1
cry,11624610,3,3,0,1,cry,1
messaging,11623632,9,7,2,2,m essaging,0
pentium,11614819,7,7,0,2,pent ium,1
quantum,11611352,7,6,1,2,quant um,1
murray,11607168,6,5,1,2,m urray,1
intent,11596706,6,4,2,1,intent,0
tt,11590640,2,1,1,1,tt,1
zoo,11589578,3,2,1,2,z oo,1
largely,11587337,7,6,1,2,larg ely,0
pleasant,11587208,8,7,1,1,pleasant,0
announce,11583296,8,6,2,1,announce,0
constructed,11581210,11,9,2,1,constructed,0
additions,11579566,9,7,2,2,add itions,0
requiring,11578075,9,7,2,2,requ iring,0
spoke,11577917,5,5,0,2,sp oke,1
aka,11570453,3,2,1,1,aka,1
arrow,11563142,5,4,1,1,arrow,1
engagement,11562545,10,6,4,2,eng agement,0
sampling,11558186,8,8,0,1,sampling,1
rough,11557184,5,5,0,1,rough,1
weird,11556427,5,5,0,2,we ird,1
tee,11539905,3,2,1,1,tee,1
refinance,11537028,9,7,2,2,ref inance,0
lion,11531749,4,4,0,1,lion,1
inspired,11531233,8,7,1,2,ins pired,0
holes,11529280,5,5,0,1,holes,1
weddings,11529020,8,7,1,2,wed dings,0
blade,11527988,5,5,0,1,blade,1
suddenly,11523262,8,7,1,2,s uddenly,1
oxygen,11522424,6,6,0,2,o xygen,1
cookie,11517481,6,5,1,1,cookie,1
meals,11515834,5,5,0,2,me als,1
canyon,11515517,6,5,1,3,c any on,0
goto,11503742,4,3,1,1,goto,1
meters,11502899,6,5,1,2,m eters,1
merely,11492724,6,5,1,2,mer ely,1
calendars,11488301,9,8,1,2,cal endars,1
arrangement,11486779,11,7,4,2,arr angement,0
conclusions,11484905,11,7,4,2,con clusions,0
passes,11484329,6,4,2,1,passes,1
bibliography,11483881,12,10,2,3,bib li ography,1
pointer,11475647,7,7,0,1,pointer,0
compatibility,11467191,13,10,3,2,compat ibility,0
stretch,11463625,7,6,1,1,stretch,0
durham,11463394,6,6,0,2,dur ham,1
furthermore,11462067,11,8,3,3,f urther more,0
permits,11453109,7,7,0,2,perm its,0
cooperative,11453108,11,9,2,2,co operative,0
muslim,11451583,6,5,1,2,mus lim,1
xl,11450451,2,2,0,1,xl,1
neil,11446551,4,4,0,2,ne il,1
sleeve,11444961,6,4,2,3,s lee ve,1
netscape,11443351,8,7,1,2,nets cape,1
cleaner,11442551,7,6,1,2,clean er,1
cricket,11442124,7,6,1,2,cr icket,1
beef,11441469,4,3,1,2,be ef,1
feeding,11441465,7,6,1,1,feeding,1
stroke,11440396,6,6,0,1,stroke,1
township,11435976,8,8,0,2,town ship,0
rankings,11433277,8,7,1,2,rank ings,0
measuring,11432076,9,9,0,2,me asuring,1
cad,11431260,3,3,0,1,cad,1
hats,11430056,4,4,0,2,h ats,1
robin,11423944,5,5,0,2,ro bin,1
robinson,11422896,8,6,2,3,ro bin son,1
jacksonville,11419276,12,11,1,3,j ackson ville,0
strap,11414669,5,5,0,1,strap,1
headquarters,11414484,12,9,3,2,head quarters,0
sharon,11410497,6,6,0,2,sh aron,1
crowd,11409218,5,5,0,2,crow d,1
tcp,11407040,3,3,0,1,tcp,1
transfers,11403780,9,7,2,2,trans fers,0
surf,11402999,4,4,0,1,surf,1
olympic,11399795,7,7,0,3,oly mp ic,1
transformation,11397689,14,9,5,2,trans formation,0
remained,11392181,8,7,1,2,rem ained,1
attachments,11392078,11,8,3,1,attachments,0
dv,11389585,2,2,0,1,dv,1
dir,11381802,3,3,0,1,dir,1
entities,11373336,8,5,3,1,entities,0
customs,11372432,7,6,1,2,custom s,1
administrators,11370681,14,9,5,2,administr ators,0
personality,11361835,11,11,0,2,person ality,0
rainbow,11360882,7,7,0,2,rain bow,1
hook,11359349,4,3,1,1,hook,1
roulette,11359153,8,6,2,1,roulette,0
decline,11351898,7,6,1,2,decl ine,0
gloves,11347457,6,6,0,3,g lo ves,1
israeli,11341552,7,6,1,3,is rael i,0
medicare,11339790,8,7,1,2,med icare,1
cord,11338350,4,4,0,1,cord,1
skiing,11337414,6,5,1,2,ski ing,1
cloud,11337220,5,5,0,1,cloud,1
facilitate,11330977,10,7,3,3,fac ilit ate,0
subscriber,11326491,10,7,3,1,subscriber,0
valve,11325360,5,4,1,2,val ve,1
val,11322492,3,3,0,1,val,1
hewlett,11322089,7,5,2,3,h ew lett,0
explains,11317473,8,8,0,2,expl ains,0
proceed,11314599,7,6,1,2,pro ceed,0
flickr,11305570,6,6,0,2,f lickr,0
feelings,11299333,8,7,1,2,feel ings,1
knife,11297715,5,5,0,1,knife,1
jamaica,11293962,7,5,2,3,j ama ica,0
priorities,11288273,10,7,3,2,prior ities,0
shelf,11287023,5,5,0,1,shelf,1
bookstore,11285387,9,7,2,2,book store,0
timing,11283175,6,5,1,1,timing,0
liked,11282738,5,5,0,1,liked,1
parenting,11280195,9,8,1,2,parent ing,0
adopt,11272339,5,5,0,1,adopt,1
denied,11268485,6,4,2,2,den ied,0
fotos,11264350,5,4,1,2,f otos,1
incredible,11261994,10,8,2,2,in credible,0
britney,11258215,7,7,0,2,brit ney,1
freeware,11256443,8,5,3,2,fre eware,0
fucked,11254558,6,6,0,2,f ucked,1
donation,11245208,8,6,2,2,don ation,1
outer,11245167,5,5,0,1,outer,1
crop,11244764,4,4,0,1,crop,1
deaths,11242764,6,6,0,2,de aths,1
rivers,11239247,6,5,1,2,r ivers,1
commonwealth,11231405,12,10,2,2,common wealth,0
pharmaceutical,11229705,14,11,3,3,ph arm aceutical,0
manhattan,11228022,9,5,4,2,man hattan,0
tales,11222332,5,5,0,2,ta les,1
katrina,11217436,7,6,1,2,kat rina,1
workforce,11215929,9,7,2,2,work force,0
islam,11214742,5,5,0,2,isl am,1
nodes,11208722,5,5,0,1,nodes,1
tu,11206203,2,2,0,1,tu,1
fy,11203603,2,2,0,1,fy,1
thumbs,11202045,6,6,0,1,thumbs,1
seeds,11196921,5,3,2,2,se eds,0
cited,11195944,5,5,0,2,c ited,1
lite,11195840,4,4,0,1,lite,1
ghz,11189355,3,3,0,2,gh z,1
hub,11188639,3,3,0,1,hub,1
targeted,11188624,8,6,2,2,target ed,0
organizational,11188435,14,9,5,2,organ izational,0
skype,11188286,5,5,0,2,sk ype,1
realized,11186108,8,7,1,2,real ized,0
twelve,11182087,6,5,1,2,tw elve,1
founder,11180601,7,7,0,2,found er,1
decade,11178625,6,4,2,2,dec ade,0
gamecube,11176988,8,7,1,2,game cube,0
rr,11170382,2,1,1,1,rr,1
dispute,11164678,7,7,0,2,dis pute,1
portuguese,11160302,10,8,2,3,port ug uese,0
tired,11158233,5,5,0,2,t ired,1
titten,11158181,6,4,2,2,t itten,0
adverse,11157534,7,6,1,2,ad verse,1
everywhere,11153149,10,6,4,2,every where,0
excerpt,11148686,7,6,1,1,excerpt,1
eng,11144620,3,3,0,1,eng,1
steam,11141309,5,5,0,1,steam,1
discharge,11140169,9,9,0,2,dis charge,1
ef,11139051,2,2,0,1,ef,1
drinks,11137329,6,6,0,2,dr inks,1
ace,11134733,3,3,0,1,ace,1
voices,11129180,6,6,0,1,voices,1
acute,11128841,5,5,0,1,acute,1
halloween,11123946,9,7,2,2,h alloween,0
climbing,11117590,8,7,1,3,cl im bing,0
stood,11116275,5,4,1,1,stood,1
sing,11114001,4,4,0,1,sing,1
tons,11109804,4,4,0,1,tons,1
perfume,11109790,7,6,1,2,perf ume,1
carol,11109404,5,5,0,2,car ol,1
honest,11109203,6,6,0,2,h onest,1
albany,11108457,6,5,1,3,al b any,1
hazardous,11095147,9,8,1,3,h azard ous,1
restore,11092761,7,5,2,1,restore,0
stack,11090579,5,5,0,1,stack,1
methodology,11090402,11,9,2,2,method ology,0
somebody,11089522,8,7,1,2,some body,0
sue,11086374,3,3,0,2,s ue,1
ep,11086357,2,2,0,1,ep,1
housewares,11081832,10,8,2,2,house wares,0
reputation,11081735,10,9,1,2,re putation,0
resistant,11080383,9,7,2,2,res istant,1
democrats,11080202,9,9,0,2,dem ocrats,1
recycling,11079315,9,8,1,2,rec ycling,0
hang,11077672,4,4,0,1,hang,1
gbp,11077306,3,3,0,2,gb p,1
curve,11071177,5,5,0,1,curve,1
creator,11071006,7,6,1,1,creator,1
amber,11065507,5,5,0,1,amber,1
qualifications,11063651,14,11,3,2,qual ifications,0
museums,11059541,7,4,3,3,m use ums,0
coding,11058393,6,6,0,1,coding,1
slideshow,11055536,9,8,1,2,sl ideshow,1
tracker,11054208,7,6,1,1,tracker,1
variation,11043903,9,7,2,1,variation,0
passage,11034796,7,5,2,2,pass age,1
transferred,11023998,11,8,3,2,trans ferred,0
trunk,11020361,5,5,0,2,tr unk,1
hiking,11020291,6,5,1,2,h iking,0
lb,11017639,2,2,0,1,lb,1
damn,11016467,4,4,0,1,damn,1
pierre,11015591,6,4,2,2,p ierre,1
jelsoft,11015013,7,7,0,3,j el soft,1
headset,11014961,7,6,1,2,head set,0
photograph,11014717,10,7,3,2,phot ograph,0
oakland,11011611,7,6,1,3,o ak land,1
colombia,11011374,8,7,1,3,col omb ia,0
waves,11006010,5,5,0,1,waves,1
camel,11005001,5,5,0,1,camel,1
distributor,11002174,11,8,3,2,d istributor,0
lamps,11000656,5,5,0,2,l amps,1
underlying,11000355,10,9,1,2,under lying,1
hood,10997944,4,3,1,1,hood,1
wrestling,10996334,9,9,0,3,w rest ling,1
suicide,10996226,7,6,1,2,su icide,1
archived,10992630,8,8,0,2,arch ived,1
photoshop,10991124,9,5,4,2,photos hop,0
jp,10986062,2,2,0,1,jp,1
chi,10981165,3,3,0,1,chi,1
bt,10981096,2,2,0,1,bt,1
arabia,10980809,6,4,2,3,ar ab ia,1
gathering,10976378,9,8,1,2,g athering,1
projection,10975182,10,9,1,1,projection,0
juice,10973425,5,5,0,2,ju ice,1
chase,10971945,5,5,0,2,ch ase,1
mathematical,10971768,12,8,4,3,math ematic al,0
logical,10970564,7,6,1,1,logical,0
sauce,10968629,5,5,0,2,s auce,1
fame,10962456,4,4,0,2,f ame,1
extract,10962105,7,6,1,1,extract,0
specialized,10955946,11,9,2,2,special ized,0
diagnostic,10955841,10,9,1,2,di agnostic,0
panama,10953110,6,4,2,2,pan ama,1
indianapolis,10951797,12,8,4,3,ind ian apolis,0
af,10951514,2,2,0,1,af,1
payable,10948988,7,6,1,2,pay able,0
corporations,10945498,12,9,3,3,cor por ations,0
courtesy,10945291,8,8,0,2,cour tesy,1
criticism,10943753,9,6,3,2,crit icism,0
automobile,10939225,10,9,1,2,autom obile,1
confidential,10937497,12,10,2,2,conf idential,0
rfc,10936498,3,3,0,2,rf c,1
statutory,10934584,9,7,2,2,stat utory,0
accommodations,10932659,14,9,5,3,accom mod ations,0
athens,10930110,6,6,0,2,ath ens,1
northeast,10929164,9,8,1,2,nor theast,1
downloaded,10920057,10,7,3,2,download ed,0
judges,10917393,6,6,0,2,jud ges,0
sl,10916288,2,2,0,1,sl,1
seo,10916104,3,3,0,1,seo,1
retired,10914144,7,5,2,2,ret ired,1
isp,10914017,3,3,0,1,isp,1
remarks,10911869,7,6,1,1,remarks,1
detected,10911828,8,4,4,2,det ected,0
decades,10911127,7,5,2,2,dec ades,0
paintings,10906609,9,7,2,2,paint ings,0
walked,10905602,6,6,0,2,walk ed,1
arising,10904371,7,6,1,2,ar ising,0
nissan,10889889,6,4,2,2,n issan,1
bracelet,10887275,8,7,1,2,brace let,0
ins,10886378,3,3,0,1,ins,1
eggs,10885514,4,3,1,2,eg gs,1
juvenile,10884643,8,7,1,2,ju venile,1
injection,10873254,9,7,2,2,in jection,0
yorkshire,10871783,9,8,1,3,y ork shire,0
populations,10869967,11,9,2,2,pop ulations,0
protective,10861679,10,8,2,2,protect ive,0
afraid,10858793,6,5,1,2,af raid,1
acoustic,10857417,8,7,1,2,ac oustic,1
railway,10853755,7,6,1,2,rail way,0
cassette,10853321,8,5,3,3,c ass ette,0
initially,10849818,9,6,3,2,initial ly,0
indicator,10846277,9,8,1,1,indicator,0
pointed,10845626,7,7,0,2,point ed,1
hb,10843806,2,2,0,1,hb,1
jpg,10842679,3,3,0,1,jpg,1
causing,10841604,7,7,0,2,ca using,1
mistake,10841486,7,7,0,2,mist ake,1
norton,10840451,6,4,2,2,n orton,0
locked,10837051,6,6,0,1,locked,1
eliminate,10836172,9,7,2,2,elim inate,0
tc,10834933,2,2,0,1,tc,1
fusion,10834718,6,6,0,1,fusion,1
mineral,10833061,7,7,0,2,min eral,0
sunglasses,10831524,10,7,3,3,s ung lasses,0
ruby,10830824,4,4,0,1,ruby,1
steering,10826821,8,7,1,2,ste ering,0
beads,10825324,5,5,0,2,be ads,1
fortune,10823100,7,7,0,1,fortune,1
preference,10821710,10,6,4,2,pre ference,0
canvas,10820175,6,5,1,1,canvas,1
threshold,10820054,9,8,1,1,threshold,0
parish,10808608,6,6,0,2,par ish,1
claimed,10805425,7,7,0,1,claimed,1
screens,10799678,7,5,2,1,screens,0
cemetery,10799517,8,6,2,2,c emetery,0
planner,10798993,7,6,1,2,pl anner,1
croatia,10798841,7,6,1,3,c roat ia,1
flows,10797166,5,5,0,1,flows,1
stadium,10797095,7,7,0,2,st adium,1
venezuela,10796973,9,7,2,3,ven ez uela,0
exploration,10796216,11,10,1,2,expl oration,0
mins,10793604,4,4,0,1,mins,1
fewer,10792786,5,4,1,2,few er,1
sequences,10790922,9,6,3,1,sequences,0
coupon,10788016,6,5,1,1,coupon,1
nurses,10783304,6,5,1,2,n urses,0
ssl,10777825,3,2,1,1,ssl,1
stem,10775393,4,4,0,1,stem,1
proxy,10773043,5,5,0,1,proxy,1
gangbang,10767141,8,4,4,2,gang bang,0
astronomy,10767054,9,8,1,2,astr onomy,0
lanka,10765788,5,4,1,2,l anka,1
opt,10763778,3,3,0,1,opt,1
edwards,10761573,7,6,1,2,ed wards,0
drew,10760463,4,4,0,2,d rew,1
contests,10760068,8,6,2,2,cont ests,1
flu,10759905,3,3,0,1,flu,1
translate,10756065,9,7,2,1,translate,0
announces,10754974,9,7,2,2,ann ounces,0
mlb,10750904,3,3,0,2,ml b,1
costume,10749142,7,7,0,2,cost ume,1
tagged,10748315,6,5,1,2,tag ged,0
berkeley,10746947,8,6,2,2,ber keley,0
voted,10746027,5,5,0,2,v oted,1
killer,10745688,6,5,1,1,killer,1
bikes,10740880,5,5,0,2,b ikes,1
gates,10734618,5,5,0,2,g ates,1
adjusted,10733092,8,7,1,1,adjusted,0
rap,10729871,3,3,0,1,rap,1
tune,10728129,4,4,0,2,t une,1
bishop,10727838,6,6,0,1,bishop,1
pulled,10724879,6,5,1,2,p ulled,1
corn,10723716,4,4,0,1,corn,1
gp,10720137,2,2,0,1,gp,1
shaped,10717999,6,6,0,2,sh aped,1
compression,10712155,11,9,2,1,compression,0
seasonal,10711168,8,6,2,2,season al,0
establishing,10709113,12,10,2,2,establish ing,0
farmer,10707897,6,5,1,2,far mer,1
counters,10706242,8,8,0,2,count ers,1
puts,10705170,4,4,0,1,puts,1
constitutional,10699765,14,9,5,1,constitutional,0
grew,10698645,4,4,0,2,g rew,1
perfectly,10698357,9,8,1,2,perfect ly,1
tin,10695557,3,3,0,1,tin,1
slave,10692715,5,5,0,1,slave,1
instantly,10691970,9,7,2,2,instant ly,0
cultures,10690547,8,7,1,2,cult ures,0
norfolk,10690400,7,6,1,2,nor folk,0
coaching,10689595,8,7,1,2,co aching,0
examined,10689487,8,7,1,2,exam ined,1
trek,10689116,4,4,0,2,tre k,1
encoding,10684685,8,7,1,1,encoding,1
litigation,10681417,10,7,3,2,lit igation,0
submissions,10674606,11,7,4,2,sub missions,0
oem,10669811,3,3,0,2,o em,1
heroes,10669219,6,5,1,1,heroes,1
painted,10666710,7,7,0,2,p ainted,1
lycos,10665969,5,5,0,2,ly cos,1
ir,10662317,2,2,0,1,ir,1
zdnet,10661625,5,5,0,2,zd net,1
broadcasting,10660304,12,11,1,2,broadcast ing,0
horizontal,10655275,10,9,1,1,horizontal,0
artwork,10654545,7,6,1,2,art work,0
cosmetic,10651127,8,7,1,2,cos metic,0
resulted,10647532,8,7,1,2,result ed,0
portrait,10647237,8,6,2,1,portrait,0
terrorist,10647080,9,6,3,2,terror ist,0
informational,10645899,13,9,4,2,information al,0
ethical,10644576,7,7,0,1,ethical,0
carriers,10644210,8,6,2,2,car riers,0
ecommerce,10643395,9,5,4,2,ecom merce,0
mobility,10643212,8,7,1,2,mob ility,0
floral,10641202,6,5,1,2,fl oral,1
builders,10639867,8,8,0,1,builders,1
ties,10637546,4,4,0,1,ties,1
struggle,10637472,8,7,1,2,str uggle,1
schemes,10633782,7,5,2,2,s chemes,0
suffering,10631848,9,8,1,3,s uffer ing,1
neutral,10631835,7,7,0,1,neutral,1
fisher,10631475,6,6,0,2,fish er,1
rat,10626001,3,3,0,1,rat,1
spears,10622346,6,5,1,2,spe ars,1
prospective,10618399,11,9,2,3,pro s pective,0
dildos,10612318,6,5,1,3,d ild os,1
bedding,10608944,7,6,1,2,bed ding,1
ultimately,10608757,10,8,2,2,ult imately,1
joining,10606585,7,5,2,1,joining,0
heading,10604462,7,7,0,1,heading,1
equally,10603542,7,6,1,2,equ ally,1
artificial,10603435,10,7,3,2,art ificial,0
bearing,10602853,7,7,0,1,bearing,1
spectacular,10602657,11,9,2,2,spect acular,0
coordination,10601328,12,8,4,2,coord ination,0
connector,10600313,9,6,3,1,connector,0
brad,10595050,4,4,0,2,br ad,1
combo,10592758,5,4,1,1,combo,1
seniors,10592234,7,6,1,2,sen iors,1
worlds,10591522,6,6,0,2,world s,1
guilty,10588260,6,6,0,2,gu ilty,1
affiliated,10583504,10,7,3,2,aff iliated,0
activation,10581402,10,7,3,1,activation,0
naturally,10578629,9,7,2,2,n aturally,0
haven,10569212,5,5,0,1,haven,1
tablet,10568043,6,5,1,1,tablet,1
jury,10566974,4,4,0,1,jury,1
dos,10564148,3,3,0,1,dos,1
tail,10557843,4,4,0,1,tail,1
subscribers,10557815,11,7,4,2,sub scribers,0
charm,10554644,5,5,0,1,charm,1
lawn,10551602,4,4,0,2,l awn,1
violent,10551326,7,7,0,1,violent,1
mitsubishi,10550625,10,7,3,2,mits ubishi,0
