Word,Frequency,Letters_Number,Unique_Letters_number,Difference,GPT4o-mini_IFCorrect,Tokens_Number,Tokens
ultrabass,26797,9,7,2,0,3,ul trab ass
leichardt,18327,9,9,0,1,2,leich ardt
comosus,13143,7,5,2,1,3,com os us
wkbt,44797,4,4,0,1,2,wk bt
analvibrator,99660,12,9,3,0,3,anal v ibrator
yaeyama,15905,7,4,3,1,3,ya ey ama
lynndie,45564,7,6,1,1,3,lyn nd ie
gelled,59566,6,4,2,0,2,gel led
diwani,38159,6,5,1,1,2,di wani
wolgast,12834,7,7,0,1,3,w olg ast
hexapoda,95413,8,7,1,1,3,hex ap oda
stereotype,859245,10,7,3,0,3,st ere otype
strument,19403,8,7,1,0,1,strument
voxtrot,16090,7,5,2,0,3,vo xt rot
westfir,18767,7,7,0,1,2,west fir
requited,24705,8,7,1,0,2,requ ited
mamane,16154,6,4,2,0,2,mam ane
ipfix,144596,5,4,1,0,2,ip fix
rosea,157986,5,5,0,1,2,ro sea
ganson,21649,6,5,1,1,2,g anson
mooresburg,13100,10,8,2,0,3,mo ores burg
reversers,13947,9,4,5,0,3,re vers ers
resentment,922399,10,6,4,0,2,resent ment
severest,76341,8,5,3,0,3,se ver est
autorizzazioni,15018,14,8,6,0,4,aut oriz z azioni
commisions,38572,10,6,4,0,2,comm isions
kasprowicz,32611,10,10,0,1,3,kas prow icz
iso,20728145,3,3,0,1,1,iso
pclk,16614,4,4,0,1,2,p clk
goldhil,28895,7,6,1,1,2,gold hil
verview,77354,7,5,2,0,2,ver view
groundnuts,57022,10,8,2,1,2,ground nuts
eucalyptus,1020001,10,9,1,1,2,e ucalyptus
funcionar,19792,9,8,1,1,2,func ionar
kindt,24074,5,5,0,1,2,kind t
agent,57103658,5,5,0,1,1,agent
chukka,81506,6,5,1,0,2,ch ukka
repartition,54997,11,8,3,0,2,re partition
bussiere,17884,8,6,2,1,3,b ussi ere
maladministration,56197,17,10,7,0,3,mal administr ation
temptation,2536564,10,8,2,0,2,tempt ation
comparator,673185,10,7,3,0,2,com parator
uil,165811,3,3,0,1,1,uil
tiere,110524,5,4,1,1,2,ti ere
pacif,28013,5,5,0,1,2,pac if
ferre,547463,5,3,2,1,2,fer re
bielefeld,335639,9,6,3,0,3,b iele feld
harajuku,137288,8,6,2,1,3,har aj uku
rave,2747392,4,4,0,1,2,r ave
powererd,15253,8,6,2,0,2,power erd
kaskaskia,58454,9,4,5,0,4,k ask ask ia
easthampton,175318,11,9,2,0,4,e as th ampton
maintaine,35455,9,6,3,0,3,ma inta ine
atpases,113710,7,5,2,1,3,at p ases
impara,14590,6,5,1,1,2,im para
aster,718311,5,5,0,1,1,aster
wwwinfoseek,30995,11,8,3,0,4,www inf ose ek
departmentof,18248,12,10,2,0,2,department of
beilein,14163,7,5,2,0,3,be ile in
tagcloud,91013,8,8,0,1,2,tag cloud
bacara,28646,6,4,2,1,2,bac ara
acrylic,6241613,7,6,1,0,3,ac ry lic
gottes,50735,6,5,1,0,2,g ottes
einai,733053,5,4,1,0,2,ein ai
browntown,31792,9,6,3,0,3,b row ntown
kenosha,808381,7,7,0,1,2,ken osha
startd,18517,6,5,1,0,2,start d
rrsume,28121,6,5,1,1,3,rr s ume
tegmark,20964,7,7,0,1,2,teg mark
lesquels,35615,8,5,3,0,3,les qu els
menuing,18121,7,6,1,1,2,menu ing
laforge,88765,7,7,0,1,2,laf orge
lufia,35386,5,5,0,1,3,l uf ia
transas,13277,7,5,2,1,2,trans as
pheasant,884202,8,7,1,0,2,phe asant
lysates,243901,7,6,1,0,2,lys ates
theys,22931,5,5,0,1,2,the ys
neanche,12933,7,5,2,1,2,ne anche
trungpa,49567,7,7,0,1,3,tr ung pa
spgb,18446,4,4,0,1,2,sp gb
stratics,302985,8,6,2,1,2,str atics
houches,56682,7,6,1,0,2,h ouches
yarrawonga,55321,10,7,3,0,3,yar raw onga
leva,175180,4,4,0,1,1,leva
lpq,54870,3,3,0,1,2,lp q
charro,98746,6,5,1,1,2,char ro
doppelbock,21861,10,8,2,1,4,d oppel b ock
okoboji,75100,7,5,2,0,3,ok obo ji
frigg,30366,5,4,1,1,2,fr igg
miracolati,24767,10,8,2,1,3,mir acol ati
sssr,197925,4,2,2,1,2,ss sr
ilot,17114,4,4,0,1,1,ilot
unisom,20455,6,6,0,1,2,unis om
pestana,133927,7,6,1,1,3,p est ana
yiddish,1342730,7,5,2,0,2,y iddish
bowfinger,32445,9,9,0,1,2,bow finger
walibi,46523,6,5,1,1,2,wal ibi
bocking,26356,7,7,0,1,2,b ocking
phenteremine,52451,12,8,4,0,3,ph enter emine
gondola,538006,7,6,1,1,3,g ond ola
lassalle,28941,8,4,4,0,2,lass alle
biedl,18563,5,5,0,1,2,bied l
ormes,21924,5,5,0,1,2,orm es
plaf,76833,4,4,0,0,2,pl af
coumarin,64430,8,8,0,1,3,cou mar in
culturales,41807,10,8,2,0,3,c ultur ales
takara,319120,6,4,2,1,2,tak ara
conten,23883,6,5,1,1,1,conten
ugl,25897,3,3,0,1,1,ugl
emptyplugin,56140,11,10,1,0,2,empty plugin
implemention,36301,12,8,4,0,2,implement ion
cab,9268943,3,3,0,1,1,cab
bloodfeather,13266,12,10,2,0,3,blood fe ather
crg,195099,3,3,0,1,2,cr g
igloolik,23558,8,5,3,0,3,ig lo olik
idealo,104198,6,6,0,1,2,ide alo
borderfree,20592,10,6,4,0,2,border free
foreward,96531,8,7,1,1,2,fore ward
espm,15840,4,4,0,1,2,es pm
woosley,48083,7,6,1,1,3,wo os ley
appliancekitchen,14380,16,10,6,0,4,ap pliance k itchen
bosne,13278,5,5,0,1,2,bos ne
teledyski,19672,9,8,1,0,4,te led ys ki
attitudinal,237878,11,7,4,0,3,att itud inal
jhaveri,16950,7,7,0,1,3,jh aver i
priciples,14132,9,7,2,0,3,pr icip les
nigms,118955,5,5,0,1,3,n ig ms
mixed,25395056,5,5,0,1,1,mixed
filesys,66129,7,6,1,0,2,files ys
familiy,55510,7,6,1,0,2,fam iliy
winns,46583,5,4,1,1,3,w inn s
lendl,44266,5,4,1,1,2,l endl
adulterers,58952,10,8,2,1,3,ad ulter ers
knows,24640096,5,5,0,1,2,kn ows
araz,19436,4,3,1,1,2,ar az
cialists,13850,8,6,2,0,2,cial ists
canaca,27388,6,3,3,1,2,can aca
ethylene,1164058,8,6,2,0,1,ethylene
coterie,103331,7,6,1,0,3,c oter ie
mollys,16777,6,5,1,1,3,m olly s
germanica,41274,9,8,1,1,3,g erman ica
gurations,14580,9,9,0,1,2,gur ations
jambi,43218,5,5,0,1,2,j ambi
travelinsurance,20099,15,11,4,0,2,travel insurance
imputable,14773,9,9,0,0,2,im putable
phantasie,14419,9,8,1,1,2,phant asie
jasminum,25191,8,7,1,0,3,jas min um
gnostics,96756,8,7,1,1,2,gn ostics
pared,464171,5,5,0,1,1,pared
veneris,37290,7,6,1,0,3,v ener is
onaway,32079,6,5,1,1,2,on away
eskimos,238101,7,6,1,0,2,esk imos
abramovic,27370,9,8,1,1,3,ab ram ovic
ioynioy,24049,7,4,3,1,4,io yn io y
gte,576107,3,3,0,1,1,gte
botelho,54906,7,6,1,1,2,bot elho
celyn,16198,5,5,0,1,2,c elyn
vegws,30563,5,5,0,1,2,veg ws
listtext,17369,8,6,2,0,2,list text
lianna,27419,6,4,2,1,2,li anna
wwwrunescapecom,30991,15,11,4,0,4,www run escape com
gondii,118921,6,5,1,1,3,g ond ii
faisalabad,148530,10,7,3,0,4,f ais al abad
pcga,347582,4,4,0,0,2,pc ga
garavani,39094,8,6,2,0,3,gar av ani
dvbt,34022,4,4,0,1,2,dv bt
brelse,15517,6,5,1,0,2,b relse
leeg,34495,4,3,1,1,2,le eg
kalim,25412,5,5,0,1,2,kal im
gilbane,55191,7,7,0,1,2,gil bane
supercooled,54758,11,9,2,0,3,super co oled
beseiged,12823,8,6,2,0,4,b ese ig ed
pones,15620,5,5,0,1,2,pon es
brogues,41865,7,7,0,1,3,b rog ues
kirschenbaum,62980,12,12,0,1,4,k irs chen baum
aronia,14766,6,5,1,1,2,aron ia
scheldt,39095,7,7,0,1,2,sche ldt
noora,28675,5,4,1,1,2,no ora
spirent,92373,7,7,0,1,2,spir ent
bungalo,17663,7,7,0,1,2,bung alo
gesehen,48678,7,5,2,0,1,gesehen
aperson,13910,7,7,0,1,2,ap erson
quinion,17570,7,5,2,0,2,quin ion
clin,3914330,4,4,0,1,1,clin
payspark,31599,8,6,2,0,3,p ays park
rejoicing,419630,9,8,1,1,3,re jo icing
unaccountably,37055,13,9,4,0,3,un account ably
hoyos,51923,5,4,1,1,3,h oy os
fgsc,30209,4,4,0,1,2,fg sc
infantilism,50421,11,8,3,1,3,inf antil ism
qrq,35077,3,2,1,1,2,qr q
roadster,1249088,8,7,1,1,2,road ster
amico,781408,5,5,0,1,2,am ico
unscrewing,88402,10,9,1,1,3,uns cre wing
elec,2202818,4,3,1,1,2,ele c
scopebuggy,17843,10,9,1,0,3,scope bug gy
cassopolis,37577,10,7,3,0,2,cass opolis
cytotec,63855,7,5,2,1,3,cy tot ec
tgl,121814,3,3,0,1,1,tgl
breds,15322,5,5,0,1,2,b reds
wain,129640,4,4,0,1,1,wain
plmn,114594,4,4,0,1,2,pl mn
cannonvale,21609,10,7,3,0,3,c annon vale
hocks,71483,5,5,0,1,2,h ocks
micropogonias,12995,13,10,3,0,4,mic rop ogon ias
mobutu,93097,6,5,1,1,2,mob utu
peroxidase,575596,10,9,1,1,3,per oxid ase
expandcommonvariables,22052,21,15,6,0,3,expand common variables
haiz,45193,4,4,0,1,2,ha iz
daypoems,115292,8,8,0,1,3,day po ems
lowenthal,83018,9,8,1,0,2,low enthal
mcgee,1624565,5,4,1,1,2,mc gee
lxvii,34563,5,4,1,0,3,lx v ii
acapulco,1630701,8,6,2,0,4,ac ap ul co
mfrgroup,24584,8,7,1,1,3,m fr group
gsoap,19715,5,5,0,1,2,g soap
movingly,45712,8,8,0,1,2,mov ingly
hungarians,214061,10,8,2,0,2,hung arians
riverchase,28372,10,8,2,1,3,river ch ase
apob,48487,4,4,0,1,2,ap ob
ucar,209511,4,4,0,1,1,ucar
trabucco,14317,8,7,1,0,3,tr abu cco
stepup,21578,6,5,1,1,2,step up
freepia,15068,7,6,1,1,2,free pia
astroman,23054,8,7,1,1,2,ast roman
tremonti,24845,8,7,1,1,4,t rem ont i
brassens,30868,8,6,2,0,3,br ass ens
warze,29875,5,5,0,1,2,war ze
skuthwest,27152,9,7,2,0,3,sk uth west
pcsc,98021,4,3,1,1,2,pc sc
weightless,179076,10,8,2,0,2,weight less
tasneem,18665,7,6,1,1,3,tas ne em
schrijver,50701,9,8,1,1,3,sch rij ver
lansoprazole,114518,12,9,3,0,5,l ans op raz ole
amsec,14758,5,5,0,1,2,am sec
utensils,1898846,8,7,1,1,3,ut ens ils
olicamp,31844,7,7,0,1,2,olic amp
preliminary,13106833,11,9,2,0,2,pre liminary
weatherwise,31502,11,8,3,0,2,weather wise
galkin,16350,6,6,0,1,3,g alk in
vassar,507917,6,4,2,0,2,v assar
maidan,81607,6,5,1,1,2,ma idan
mirthful,30892,8,8,0,1,3,m irth ful
actuating,103299,9,7,2,0,2,act uating
yagudin,15562,7,7,0,0,3,y ag udin
manuale,344674,7,6,1,1,2,manual e
moeller,402740,7,5,2,0,2,mo eller
zamolodchikov,14592,13,11,2,0,5,zam ol od ch ikov
ravich,13410,6,6,0,1,2,rav ich
mayfield,1545493,8,8,0,1,2,may field
oenb,16226,4,4,0,1,2,oen b
cwru,114885,4,4,0,1,2,cw ru
disconnecting,338959,13,9,4,0,2,disconnect ing
trezevant,18042,9,7,2,0,3,tre ze vant
ncch,19765,4,3,1,1,2,nc ch
alturion,21782,8,8,0,1,2,alt urion
recursive,2213452,9,7,2,0,1,recursive
betterworldbooks,26131,16,10,6,0,3,better world books
brasiliano,25679,10,8,2,0,3,br asil iano
hepsera,45090,7,6,1,0,2,hep sera
will,1356293641,4,3,1,1,1,will
yellows,301593,7,6,1,0,3,y ell ows
insecta,295014,7,7,0,0,3,in sect a
puted,64325,5,5,0,1,1,puted
webforce,31210,8,7,1,0,2,web force
tanf,996483,4,4,0,1,2,t anf
celebritiy,14159,10,8,2,0,4,ce leb rit iy
mccormick,1777843,9,6,3,0,4,m cc orm ick
tascona,17180,7,6,1,1,2,tas cona
goldson,21392,7,6,1,0,2,gold son
santhanam,20919,9,6,3,0,3,san than am
phac,24879,4,4,0,1,2,ph ac
disapointment,33507,13,10,3,0,3,dis ap ointment
ohmi,12855,4,4,0,1,2,oh mi
bredbury,18356,8,6,2,0,2,bred bury
heslin,24292,6,6,0,1,2,hes lin
pmquote,85223,7,7,0,1,2,pm quote
friberg,66509,7,6,1,0,3,fr ib erg
pasjans,17536,7,5,2,0,2,pas jans
soundmelody,59201,11,9,2,0,3,sound mel ody
sensitizers,25809,11,7,4,0,3,sens it izers
juncaceae,21790,9,6,3,0,3,j unc aceae
sompopo,24846,7,4,3,1,3,som pop o
lgbti,31734,5,5,0,1,3,l gb ti
kidneys,1216443,7,7,0,1,2,kid neys
masco,65972,5,5,0,1,2,mas co
zonguldak,20511,9,9,0,1,4,z ong uld ak
newburyport,294249,11,10,1,1,3,new bury port
cottman,45806,7,6,1,0,2,cott man
mcpc,18395,4,3,1,1,2,mc pc
meandered,58664,9,6,3,0,3,me ander ed
frisby,90950,6,6,0,1,3,fr is by
snarls,77664,6,5,1,1,3,sn ar ls
depois,66962,6,6,0,1,2,de pois
bryzgalov,19817,9,9,0,1,5,b ry z gal ov
cfcnet,60162,6,5,1,1,3,c fc net
nandor,62952,6,5,1,1,2,nand or
alleon,47481,6,5,1,0,2,alle on
yodeling,55680,8,8,0,1,3,y odel ing
benificial,18505,10,8,2,0,2,ben ificial
wellfield,47121,9,6,3,0,2,well field
adolfsson,18575,9,7,2,0,3,ad olf sson
witley,29366,6,6,0,1,3,w itle y
matobos,27443,7,6,1,0,2,mat obos
crespo,224580,6,6,0,1,2,cres po
culprit,722061,7,7,0,1,2,cul prit
wrightington,17332,12,8,4,0,2,wright ington
actors,12149923,6,6,0,1,1,actors
lebar,44757,5,5,0,1,2,le bar
internetnz,19520,10,6,4,0,2,internet nz
bakkie,20086,6,5,1,1,3,b akk ie
getcontenttype,20809,14,8,6,0,3,get content type
photodvd,19279,8,6,2,0,3,phot od vd
pelicans,237707,8,8,0,0,2,pel icans
specified,48284665,9,7,2,0,1,specified
comminatio,25523,10,7,3,0,3,com min atio
nonlocal,155661,8,5,3,0,2,non local
muzzleloader,102068,12,9,3,0,3,m uzzle loader
doqq,25954,4,3,1,1,2,do qq
toynbee,118196,7,6,1,1,3,to yn bee
yatala,27645,6,4,2,0,2,yat ala
lotz,122665,4,4,0,1,2,lot z
teraflop,15330,8,8,0,0,3,ter af lop
heitz,53180,5,5,0,1,2,he itz
brainstormed,64801,12,11,1,1,3,brain storm ed
cworld,30416,6,6,0,1,2,c world
discourage,1584422,10,10,0,1,2,disc ourage
mepg,40399,4,4,0,1,3,m ep g
jaeckel,20382,7,6,1,0,4,ja e ck el
msi,3369940,3,3,0,1,2,ms i
jamella,19983,7,5,2,1,2,jam ella
newhan,16556,6,5,1,1,2,new han
roborumble,25384,10,7,3,1,3,ro bor umble
lubow,21825,5,5,0,1,2,lub ow
acclivity,39015,9,7,2,0,3,ac cl ivity
booklets,1511249,8,7,1,1,2,book lets
backsplash,138104,10,8,2,0,2,backs plash
mairangi,22477,8,6,2,0,3,ma ir angi
fio,118165,3,3,0,1,1,fio
historylink,32261,11,10,1,0,2,history link
yanco,19034,5,5,0,1,2,y anco
ultricies,21004,9,8,1,1,3,ul tr icies
iqraa,18080,5,4,1,1,2,iq raa
erfolg,45698,6,6,0,1,2,er folg
jesolo,1259860,6,5,1,0,2,jes olo
dnalpma,27301,7,6,1,1,4,d nal p ma
sabatino,53286,8,7,1,1,3,s abat ino
electrostatics,103197,14,9,5,0,4,elect ro stat ics
resuscitate,125444,11,8,3,0,3,res usc itate
pcmc,24285,4,3,1,1,2,pc mc
oure,41943,4,4,0,1,1,oure
broadmoor,157800,9,6,3,0,3,b road moor
possessive,283912,10,6,4,0,3,poss ess ive
boos,451556,4,3,1,0,2,bo os
ascidians,15561,9,6,3,0,3,asc idi ans
translatable,80377,12,8,4,0,2,trans latable
vicino,112467,6,5,1,0,2,vic ino
masquerading,377403,12,11,1,1,3,mas quer ading
reputable,2092298,9,8,1,1,2,re putable
zymol,52254,5,5,0,1,2,zym ol
soulmatch,68697,9,9,0,1,3,s oul match
lagopus,41421,7,7,0,1,2,lag opus
ramekin,46260,7,7,0,1,2,rame kin
hereairline,32586,11,7,4,0,3,here air line
musgrave,393204,8,8,0,1,2,mus grave
hilmor,17997,6,6,0,1,3,h ilm or
intimidators,17993,12,9,3,0,3,int imid ators
unscientific,197286,12,8,4,0,3,un scient ific
cakes,5565500,5,5,0,1,1,cakes
zookey,15315,6,5,1,1,3,z ook ey
palinet,26665,7,7,0,1,2,pal inet
penttila,12926,8,7,1,0,2,pent tila
bedste,32388,6,5,1,1,2,bed ste
yogol,12712,5,4,1,0,3,y og ol
mtom,24696,4,3,1,1,2,mt om
wowtvd,35406,6,5,1,1,3,wow t vd
radixforum,19522,10,9,1,1,3,rad ix forum
tubin,26234,5,5,0,1,2,t ubin
elveden,13301,7,5,2,0,3,el ved en
neuropathy,781009,10,10,0,1,3,neu rop athy
workworld,15173,9,6,3,0,2,work world
obvis,27184,5,5,0,1,2,ob vis
lebedev,119652,7,5,2,0,2,leb edev
schoesler,17854,9,7,2,0,4,s cho es ler
xffm,32843,4,3,1,1,2,xff m
spunkmouth,17542,10,9,1,1,3,sp unk mouth
taormino,16124,8,7,1,1,3,ta orm ino
malnutrition,990258,12,9,3,0,2,mal nutrition
sequinned,22964,9,7,2,0,2,sequ inned
deathray,15445,8,7,1,0,2,death ray
aschaffenburg,49331,13,11,2,0,3,asch affen burg
preuves,13719,7,6,1,0,1,preuves
fgetc,118989,5,5,0,1,2,f getc
fleagle,17165,7,5,2,1,2,fle agle
centerburg,34318,10,8,2,0,2,center burg
chicanas,14143,8,6,2,1,3,ch ican as
ossi,53313,4,3,1,1,1,ossi
zelia,12795,5,5,0,1,2,zel ia
cattrall,146231,8,5,3,0,3,c attr all
adapted,6767295,7,5,2,0,2,adapt ed
oligodeoxynucleotides,25018,21,13,8,0,8,ol ig ode ox yn ucle ot ides
zvornik,24793,7,7,0,1,4,z v orn ik
dpt,665373,3,3,0,1,2,d pt
dependably,38072,10,8,2,0,2,depend ably
ds,21532272,2,2,0,1,1,ds
maxm,51557,4,3,1,1,2,max m
blurts,37927,6,6,0,1,2,blur ts
stringc,25935,7,7,0,1,2,string c
yamanashi,87050,9,7,2,0,3,y aman ashi
graphpad,19915,8,6,2,0,2,graph pad
datastorm,74175,9,7,2,0,3,dat ast orm
longworth,191983,9,8,1,0,2,long worth
hochzeits,14441,9,8,1,0,3,hoch ze its
roychowdhury,23133,12,8,4,0,5,roy ch ow dh ury
vrooman,21933,7,6,1,0,3,v room an
soloed,25445,6,5,1,1,2,solo ed
wwwiflyswacom,30984,13,10,3,0,5,www if ly sw acom
teleinteractive,14165,15,9,6,0,2,tele interactive
sadagopan,32962,9,7,2,0,3,sad ag opan
eintrag,185439,7,7,0,1,2,ein trag
enuff,161408,5,4,1,0,2,en uff
autofinder,90048,10,10,0,1,3,aut of inder
catullo,13272,7,6,1,0,2,cat ullo
luts,65935,4,4,0,1,2,l uts
dialectal,41043,9,7,2,0,3,dial ect al
funcnot,16533,7,6,1,1,2,func not
tiffanies,15691,9,7,2,0,3,t iff anies
joli,159781,4,4,0,1,2,j oli
ginzberg,25641,8,7,1,0,3,gin z berg
irritating,1172816,10,6,4,0,3,ir rit ating
digisette,26474,9,6,3,0,3,dig is ette
admixed,26776,7,6,1,0,2,adm ixed
kowalczyk,91631,9,8,1,1,3,kow alc zyk
rothbart,30927,8,6,2,0,3,ro th bart
creatives,300399,9,8,1,0,2,cre atives
invis,49217,5,4,1,0,2,in vis
wrangling,196679,9,7,2,0,3,wr ang ling
trennkost,22673,9,7,2,0,3,tr enn kost
plight,1330333,6,6,0,1,2,pl ight
dispassion,19681,10,7,3,0,3,dis pass ion
showmembers,30418,11,8,3,0,2,show members
barsky,74581,6,6,0,1,2,bars ky
technojobs,21437,10,9,1,0,3,tech noj obs
hellhound,33791,9,7,2,0,2,hell hound
niddah,21800,6,5,1,1,3,n idd ah
gowell,62610,6,5,1,1,2,gow ell
umgebung,61725,8,6,2,0,2,um gebung
cimb,31717,4,4,0,1,2,c imb
gingivitis,179141,10,6,4,0,2,ging ivitis
mannes,79564,6,5,1,1,2,mann es
tamadol,53575,7,6,1,1,3,t amad ol
circumnavigated,20873,15,12,3,0,4,circ umn avig ated
steindachner,17248,12,10,2,1,4,ste ind ach ner
idx,1272392,3,3,0,1,1,idx
futu,28863,4,3,1,1,2,f utu
singla,21081,6,6,0,1,2,sing la
gathering,10976378,9,8,1,1,3,g ather ing
monto,74457,5,4,1,1,2,m onto
theskope,15272,8,7,1,0,3,th es kope
peyster,16754,7,6,1,0,2,pe yster
votive,706291,6,5,1,0,2,v otive
ancientworlds,309908,13,12,1,1,4,anc ient world s
illing,32497,6,4,2,0,1,illing
muvo,734626,4,4,0,1,2,mu vo
jamai,15156,5,4,1,1,2,jam ai
radioactivity,726795,13,9,4,0,2,radio activity
heightening,107499,11,6,5,0,2,height ening
ync,18146,3,3,0,1,1,ync
covercraft,179303,10,8,2,0,2,cover craft
srotic,27684,6,6,0,1,3,s rot ic
konvertieren,13285,12,8,4,0,3,kon vert ieren
expresar,17321,8,6,2,0,2,exp resar
earli,25367,5,5,0,1,2,ear li
hemispheric,288666,11,8,3,0,3,hem is pheric
bulatlat,13258,8,5,3,0,3,bul at lat
dere,182601,4,3,1,1,1,dere
loriani,16442,7,6,1,1,2,lor iani
fruitvale,132438,9,9,0,1,2,fruit vale
lightskyblue,16741,12,11,1,0,3,lights ky blue
ummah,179861,5,4,1,0,2,um mah
autopay,63029,7,6,1,1,3,aut op ay
sotl,23035,4,4,0,1,2,s otl
vasyl,24432,5,5,0,1,2,vas yl
xrated,123058,6,6,0,1,2,xr ated
wundt,27118,5,5,0,1,3,w und t
incluso,51166,7,7,0,1,3,in clus o
widerstand,26244,10,9,1,0,3,w ider stand
qtac,25824,4,4,0,1,2,qt ac
cockett,19800,7,5,2,1,3,c ocket t
turbobooster,22778,12,7,5,0,4,t urb obo oster
bandol,39880,6,6,0,1,2,band ol
ssago,15674,5,4,1,1,2,ss ago
wwwonlinegambling,25416,17,10,7,0,4,www online gam bling
cytuno,19965,6,6,0,1,3,cy t uno
aqueducts,74078,9,8,1,0,3,aqu educt s
poch,58016,4,4,0,1,1,poch
pags,77206,4,4,0,1,2,p ags
dileep,113281,6,5,1,0,3,d ile ep
goodgearguide,96228,13,8,5,0,5,good ge arg u ide
elsif,732020,5,5,0,1,1,elsif
viridans,17228,8,7,1,0,3,vir id ans
educom,36997,6,6,0,1,2,edu com
sadorus,22495,7,6,1,0,3,s ador us
attornej,39084,8,7,1,1,3,att or nej
aix,3058682,3,3,0,1,2,a ix
bauernhof,298367,9,9,0,1,3,bau ern hof
xkms,38097,4,4,0,1,2,x kms
mydiversity,15571,11,9,2,0,4,my div ers ity
chinaventurenews,39508,16,12,4,0,4,chin avent uren ews
niederreiter,14720,12,6,6,0,4,n ieder re iter
trio,7201758,4,4,0,1,2,tr io
erosive,121774,7,6,1,1,2,eros ive
connectgear,71945,11,8,3,0,2,connect gear
wanky,15993,5,5,0,1,2,w anky
degrange,15761,8,6,2,1,3,de gr ange
habituellement,48151,14,10,4,0,2,habit uellement
sarafina,20147,8,6,2,1,3,sar af ina
robotica,18374,8,7,1,0,2,robot ica
twats,156751,5,4,1,1,2,tw ats
gorce,15599,5,5,0,1,2,g orce
ubyssey,47500,7,5,2,0,2,ub yssey
zimbalist,54731,9,8,1,0,3,z imb alist
overbearing,215700,11,9,2,1,2,over bearing
edged,1568009,5,3,2,0,2,ed ged
tremolite,34356,9,7,2,0,3,t rem olite
resortes,30489,8,5,3,0,2,res ortes
isit,55464,4,3,1,1,1,isit
emploment,20319,9,7,2,0,2,empl oment
biu,52397,3,3,0,1,2,bi u
underperforming,139374,15,11,4,0,3,under perform ing
hacketstown,19447,11,10,1,0,3,h acket stown
walrasian,35540,9,7,2,0,3,wal ras ian
optimate,17909,8,7,1,1,2,opt imate
arguable,202934,8,7,1,1,2,arg uable
dhts,19029,4,4,0,1,3,d ht s
specificaties,15398,13,8,5,0,2,specific aties
polypro,51532,7,5,2,1,2,poly pro
willmott,87621,8,6,2,0,3,will m ott
imageoftheday,13937,13,11,2,0,4,image oft he day
marjoram,163655,8,5,3,0,3,mar jor am
verachtert,77458,10,7,3,0,3,ver achter t
ebeye,15726,5,3,2,1,2,eb eye
airlifts,17035,8,7,1,0,3,air l ifts
saterday,26777,8,7,1,1,3,s ater day
eskadron,17457,8,8,0,1,3,esk ad ron
lapdance,64405,8,7,1,0,2,lap dance
allsafe,18906,7,5,2,1,2,alls afe
lhrh,77061,4,3,1,1,3,l hr h
starforums,21726,10,8,2,1,2,star forums
mcat,516180,4,4,0,1,2,m cat
jaramillo,124962,9,7,2,0,3,jar am illo
hotronic,35024,8,7,1,0,2,hot ronic
houseboats,253559,10,8,2,0,2,house boats
alleghany,281199,9,7,2,0,3,alle gh any
phebe,236602,5,4,1,1,2,phe be
kazuma,162400,6,5,1,1,2,kaz uma
wwwraagacom,30987,11,7,4,0,3,www raag acom
tresham,17896,7,7,0,1,3,t resh am
calenda,42042,7,6,1,1,2,cal enda
conjures,233433,8,8,0,1,3,con j ures
aito,62782,4,4,0,1,1,aito
eriko,29414,5,5,0,1,2,er iko
bellino,37535,7,6,1,1,2,bell ino
lacefield,14240,9,7,2,0,2,lace field
uster,41039,5,5,0,1,1,uster
extremsex,188266,9,6,3,0,3,ext rem sex
trefor,21846,6,5,1,0,3,t ref or
cserver,51437,7,5,2,0,2,c server
datsuns,106619,7,6,1,1,3,d ats uns
sugars,1292666,6,5,1,1,3,s ug ars
emigrazione,18567,11,9,2,0,3,em ig razione
strerror,197678,8,5,3,0,2,str error
taunts,187804,6,5,1,1,2,ta unts
trashes,61167,7,6,1,1,2,tr ashes
combining,6724712,9,7,2,0,2,comb ining
integral,8867484,8,8,0,1,2,integr al
romped,39903,6,6,0,1,2,rom ped
arced,26654,5,5,0,1,2,ar ced
iwn,26849,3,3,0,1,2,i wn
kriterien,14194,9,6,3,0,2,k riterien
lmj,37855,3,3,0,1,2,lm j
rhys,760503,4,4,0,1,2,rh ys
cytoskeletal,246592,12,9,3,0,3,cy tos keletal
sidering,35319,8,7,1,0,3,s ider ing
brune,143577,5,5,0,1,2,br une
cavender,43906,8,7,1,0,3,c av ender
culs,15424,4,4,0,1,2,cul s
foulk,30035,5,5,0,1,3,f oul k
owsa,15748,4,4,0,0,2,ows a
walrand,13419,7,6,1,0,2,wal rand
mlvie,16648,5,5,0,1,2,ml vie
triptych,200022,8,7,1,1,2,trip tych
necesita,109199,8,7,1,1,3,ne ces ita
floodlight,138730,10,8,2,0,3,f lood light
situazione,27988,10,9,1,0,2,situ azione
degrading,995221,9,7,2,1,2,de grading
paulauskas,14838,10,6,4,0,4,pa ula usk as
multible,14255,8,7,1,0,2,mult ible
hanbali,14179,7,6,1,0,3,han b ali
proces,227016,6,6,0,1,1,proces
partof,69411,6,6,0,1,2,part of
cellularity,30762,11,9,2,0,2,cell ularity
hct,308592,3,3,0,1,2,h ct
ache,1069323,4,4,0,1,1,ache
quiltmaking,22562,11,10,1,0,3,qu ilt making
fietsen,190703,7,6,1,0,3,f iet sen
sps,1531716,3,2,1,1,2,s ps
