Word,Frequency,Letters_Number,Unique_Letters_number,Difference,Tokens_Number,Tokens_gpt4o-mini,GPT4o-mini_IFCorrect,GPT4o_IFCorrect,LlaMa3.1-8B_IFCorrect,Gemma2-9B_IFCorrect,Mixtral-7B_IFCorrect
catullo,13272,7,6,1,2,cat ullo,0,1,0,0,0
luts,65935,4,4,0,2,l uts,1,1,1,0,1
dialectal,41043,9,7,2,3,dia lect al,0,1,0,0,0
funcnot,16533,7,6,1,2,func not,1,0,0,0,0
tiffanies,15691,9,7,2,4,t iff an ies,0,1,0,0,0
joli,159781,4,4,0,2,j oli,1,1,1,0,1
ginzberg,25641,8,7,1,3,gin z berg,0,1,0,0,0
irritating,1172816,10,6,4,3,ir rit ating,0,1,0,0,0
digisette,26474,9,6,3,3,dig is ette,0,1,0,0,0
admixed,26776,7,6,1,2,adm ixed,0,1,0,0,0
kowalczyk,91631,9,8,1,5,k ow alc zy k,1,1,0,0,0
rothbart,30927,8,6,2,3,ro th bart,0,1,0,0,0
creatives,300399,9,8,1,2,cre atives,0,0,0,1,0
invis,49217,5,4,1,2,in vis,0,1,0,0,0
wrangling,196679,9,7,2,2,wr angling,0,1,0,0,0
trennkost,22673,9,7,2,4,t ren nk ost,0,1,0,0,0
plight,1330333,6,6,0,2,pl ight,1,1,0,0,0
dispassion,19681,10,7,3,3,dis pass ion,0,1,0,0,0
showmembers,30418,11,8,3,2,show members,0,0,0,0,0
barsky,74581,6,6,0,2,bars ky,1,1,1,0,0
technojobs,21437,10,9,1,3,techn oj obs,0,0,0,0,0
hellhound,33791,9,7,2,2,hell hound,0,1,0,0,0
niddah,21800,6,5,1,3,n idd ah,1,1,0,0,0
gowell,62610,6,5,1,2,gow ell,1,1,0,0,0
umgebung,61725,8,6,2,2,um gebung,0,1,0,0,0
cimb,31717,4,4,0,2,c imb,1,1,1,1,1
gingivitis,179141,10,6,4,3,ging iv itis,0,0,0,0,0
mannes,79564,6,5,1,2,mann es,1,1,1,1,0
tamadol,53575,7,6,1,2,tam adol,1,1,0,1,1
circumnavigated,20873,15,12,3,4,circ umn avig ated,0,1,0,0,0
steindachner,17248,12,10,2,4,ste ind ach ner,1,1,0,0,0
idx,1272392,3,3,0,1,idx,1,1,1,1,1
futu,28863,4,3,1,3,f ut u,1,1,1,0,0
singla,21081,6,6,0,2,sing la,1,1,1,0,1
gathering,10976378,9,8,1,2,g athering,1,1,0,0,0
monto,74457,5,4,1,1,monto,1,1,0,0,0
theskope,15272,8,7,1,3,thes k ope,0,1,0,0,0
peyster,16754,7,6,1,2,pe yster,0,1,0,1,0
votive,706291,6,5,1,2,v otive,0,1,0,0,0
ancientworlds,309908,13,12,1,4,anc ient world s,1,1,0,0,0
illing,32497,6,4,2,1,illing,0,1,0,0,0
muvo,734626,4,4,0,2,mu vo,1,1,1,1,1
jamai,15156,5,4,1,2,jam ai,1,1,1,1,1
radioactivity,726795,13,9,4,2,radio activity,0,1,0,0,0
heightening,107499,11,6,5,2,height ening,0,0,0,0,0
ync,18146,3,3,0,1,ync,1,1,1,1,1
covercraft,179303,10,8,2,2,cover craft,0,0,0,0,0
srotic,27684,6,6,0,3,s rot ic,1,1,1,1,0
konvertieren,13285,12,8,4,3,kon vert ieren,0,0,0,0,0
expresar,17321,8,6,2,2,exp resar,0,0,0,0,0
earli,25367,5,5,0,2,ear li,1,1,1,0,0
hemispheric,288666,11,8,3,3,hem is pheric,0,0,0,0,0
bulatlat,13258,8,5,3,3,bul at lat,0,1,0,0,0
dere,182601,4,3,1,1,dere,1,1,0,0,0
loriani,16442,7,6,1,2,lor iani,1,1,0,1,0
fruitvale,132438,9,9,0,2,fruit vale,1,1,0,0,0
lightskyblue,16741,12,11,1,3,lights ky blue,0,1,0,0,0
ummah,179861,5,4,1,2,umm ah,0,1,0,1,0
autopay,63029,7,6,1,2,autop ay,1,1,0,0,1
sotl,23035,4,4,0,3,s ot l,1,1,1,0,1
vasyl,24432,5,5,0,2,vas yl,1,1,1,1,0
xrated,123058,6,6,0,2,xr ated,1,1,1,0,1
wundt,27118,5,5,0,3,w und t,1,1,1,1,1
incluso,51166,7,7,0,3,in clus o,1,1,1,0,1
widerstand,26244,10,9,1,3,w ider stand,0,1,0,0,0
qtac,25824,4,4,0,2,qt ac,1,1,1,1,1
cockett,19800,7,5,2,2,co ckett,1,1,0,0,0
turbobooster,22778,12,7,5,4,t urb obo oster,0,0,0,0,0
bandol,39880,6,6,0,2,band ol,1,1,1,0,0
ssago,15674,5,4,1,2,ss ago,1,1,0,0,1
wwwonlinegambling,25416,17,10,7,4,www online gam bling,0,0,0,0,0
cytuno,19965,6,6,0,3,cy t uno,1,1,1,1,1
aqueducts,74078,9,8,1,3,aqu educt s,0,1,0,0,0
poch,58016,4,4,0,2,p och,1,1,1,0,0
pags,77206,4,4,0,2,p ags,1,1,1,0,1
dileep,113281,6,5,1,3,d ile ep,0,1,0,0,0
goodgearguide,96228,13,8,5,3,good gear guide,0,1,0,0,0
elsif,732020,5,5,0,1,elsif,1,1,1,0,0
viridans,17228,8,7,1,3,vir id ans,0,1,0,1,0
educom,36997,6,6,0,2,edu com,1,1,1,1,0
sadorus,22495,7,6,1,3,s ador us,0,1,0,0,0
attornej,39084,8,7,1,3,att orne j,1,1,1,0,0
aix,3058682,3,3,0,2,a ix,1,1,1,0,1
bauernhof,298367,9,9,0,3,bau ern hof,1,1,1,0,0
xkms,38097,4,4,0,3,x k ms,1,1,1,1,1
mydiversity,15571,11,9,2,4,my div ers ity,0,1,0,0,0
chinaventurenews,39508,16,12,4,5,chin av ent ure news,0,1,0,0,0
niederreiter,14720,12,6,6,4,n ieder re iter,0,0,0,0,0
trio,7201758,4,4,0,2,tr io,1,1,1,1,1
erosive,121774,7,6,1,2,eros ive,1,1,0,1,0
connectgear,71945,11,8,3,2,connect gear,0,0,0,0,0
wanky,15993,5,5,0,2,w anky,1,1,1,1,1
degrange,15761,8,6,2,3,de gr ange,1,1,0,0,0
habituellement,48151,14,10,4,2,habit uellement,0,0,0,0,0
sarafina,20147,8,6,2,3,sar af ina,1,1,0,0,0
robotica,18374,8,7,1,2,robot ica,0,0,0,0,0
twats,156751,5,4,1,2,tw ats,1,1,0,1,1
gorce,15599,5,5,0,2,gor ce,1,1,1,1,1
ubyssey,47500,7,5,2,2,ub yssey,0,1,0,0,0
zimbalist,54731,9,8,1,4,z im bal ist,0,1,0,0,0
overbearing,215700,11,9,2,2,over bearing,1,1,1,0,0
edged,1568009,5,3,2,2,ed ged,0,1,0,0,0
tremolite,34356,9,7,2,4,t rem ol ite,0,1,0,0,0
resortes,30489,8,5,3,3,res ort es,0,0,0,0,0
isit,55464,4,3,1,2,is it,1,1,0,0,0
emploment,20319,9,7,2,2,empl oment,0,1,0,0,0
biu,52397,3,3,0,2,bi u,1,1,1,1,1
underperforming,139374,15,11,4,3,under perform ing,0,0,0,0,0
hacketstown,19447,11,10,1,3,h acket stown,0,1,0,0,0
walrasian,35540,9,7,2,3,wal ras ian,0,0,0,0,0
optimate,17909,8,7,1,2,opt imate,1,1,0,0,0
arguable,202934,8,7,1,2,arg uable,1,1,0,0,1
dhts,19029,4,4,0,3,d ht s,1,1,1,0,1
specificaties,15398,13,8,5,3,specific at ies,0,0,0,0,0
polypro,51532,7,5,2,2,poly pro,1,1,0,0,0
willmott,87621,8,6,2,3,will m ott,0,1,0,0,0
imageoftheday,13937,13,11,2,4,image of th eday,0,0,0,0,0
marjoram,163655,8,5,3,3,mar j oram,0,1,0,0,0
verachtert,77458,10,7,3,4,ver ach ter t,0,1,0,0,0
ebeye,15726,5,3,2,2,eb eye,1,1,0,0,0
airlifts,17035,8,7,1,3,air lift s,0,1,0,1,0
saterday,26777,8,7,1,3,s ater day,1,1,1,0,0
eskadron,17457,8,8,0,3,esk ad ron,1,1,1,0,0
lapdance,64405,8,7,1,2,lap dance,0,1,0,1,1
allsafe,18906,7,5,2,2,alls afe,1,0,0,0,1
lhrh,77061,4,3,1,3,l hr h,1,1,0,0,0
starforums,21726,10,8,2,2,star forums,1,1,0,0,0
mcat,516180,4,4,0,2,m cat,1,1,1,1,1
jaramillo,124962,9,7,2,3,j aram illo,0,1,0,0,0
hotronic,35024,8,7,1,2,hot ronic,0,1,0,1,1
houseboats,253559,10,8,2,2,house boats,0,1,0,0,0
alleghany,281199,9,7,2,3,alle gh any,0,0,0,0,0
phebe,236602,5,4,1,2,phe be,1,1,1,1,1
kazuma,162400,6,5,1,3,k az uma,1,1,0,1,1
wwwraagacom,30987,11,7,4,4,www ra ag acom,0,0,0,0,0
tresham,17896,7,7,0,3,t resh am,1,1,0,0,0
calenda,42042,7,6,1,2,cal enda,1,1,0,1,1
conjures,233433,8,8,0,2,conj ures,1,1,1,1,0
aito,62782,4,4,0,2,ait o,1,1,1,0,1
eriko,29414,5,5,0,2,er iko,1,1,1,1,0
bellino,37535,7,6,1,2,bell ino,1,1,0,1,0
lacefield,14240,9,7,2,2,lace field,0,0,0,0,0
uster,41039,5,5,0,1,uster,1,1,1,1,1
extremsex,188266,9,6,3,3,ext rem sex,0,1,0,0,0
trefor,21846,6,5,1,3,t ref or,0,1,1,1,1
cserver,51437,7,5,2,2,c server,0,1,0,0,0
datsuns,106619,7,6,1,3,d ats uns,1,1,0,0,0
sugars,1292666,6,5,1,3,s ug ars,1,1,0,0,1
emigrazione,18567,11,9,2,3,em ig razione,0,1,0,0,0
strerror,197678,8,5,3,2,str error,0,0,0,0,0
taunts,187804,6,5,1,2,ta unts,1,1,0,0,0
trashes,61167,7,6,1,2,tr ashes,1,1,0,0,0
combining,6724712,9,7,2,2,comb ining,0,1,0,0,0
integral,8867484,8,8,0,1,integral,1,1,0,1,0
romped,39903,6,6,0,2,rom ped,1,1,1,1,1
arced,26654,5,5,0,2,ar ced,1,1,1,0,0
iwn,26849,3,3,0,2,i wn,1,1,1,1,0
kriterien,14194,9,6,3,3,k riter ien,0,1,0,0,0
lmj,37855,3,3,0,2,lm j,1,1,1,1,1
rhys,760503,4,4,0,2,rh ys,1,1,1,1,1
cytoskeletal,246592,12,9,3,3,cy tos keletal,0,0,0,0,0
sidering,35319,8,7,1,3,s ider ing,0,1,0,0,0
brune,143577,5,5,0,2,br une,1,1,0,1,0
cavender,43906,8,7,1,3,c av ender,0,1,0,0,0
culs,15424,4,4,0,2,cul s,1,1,1,0,0
foulk,30035,5,5,0,3,f oul k,1,1,1,1,0
owsa,15748,4,4,0,2,ows a,0,1,1,1,1
walrand,13419,7,6,1,2,wal rand,0,1,0,0,0
mlvie,16648,5,5,0,2,ml vie,1,1,1,1,0
triptych,200022,8,7,1,3,tri pty ch,1,1,0,0,1
necesita,109199,8,7,1,4,n ec es ita,1,1,0,0,1
floodlight,138730,10,8,2,3,f lood light,0,0,0,1,0
situazione,27988,10,9,1,3,s itu azione,0,1,0,0,0
degrading,995221,9,7,2,2,de grading,1,1,0,0,0
paulauskas,14838,10,6,4,4,p aul aus kas,0,1,0,0,0
multible,14255,8,7,1,2,mult ible,0,1,0,0,0
hanbali,14179,7,6,1,3,han b ali,0,1,0,0,0
proces,227016,6,6,0,2,pro ces,1,1,1,0,0
partof,69411,6,6,0,2,part of,1,1,1,1,0
cellularity,30762,11,9,2,2,cell ularity,0,0,0,0,0
hct,308592,3,3,0,2,h ct,1,1,1,1,0
ache,1069323,4,4,0,1,ache,1,1,1,1,1
quiltmaking,22562,11,10,1,3,qu ilt making,0,1,0,0,0
fietsen,190703,7,6,1,3,fi ets en,0,1,0,0,0
sps,1531716,3,2,1,2,s ps,1,1,0,1,0
boerum,28606,6,6,0,3,bo er um,1,1,1,0,1
rcbf,34348,4,4,0,2,rc bf,1,1,0,1,1
scaley,19718,6,6,0,2,scale y,1,1,1,0,1
olmsted,596555,7,7,0,3,ol m sted,1,1,1,0,1
conjecturer,17400,11,8,3,3,con ject urer,0,0,0,0,0
snowberry,44534,9,8,1,2,snow berry,1,1,0,0,0
purger,15827,6,5,1,2,pur ger,1,1,0,0,0
servicesinsurance,14294,17,9,8,2,services insurance,0,0,0,0,0
leonid,493887,6,6,0,2,leon id,1,1,1,0,0
fraud,15378751,5,5,0,2,fra ud,1,1,1,1,0
zalewski,75902,8,8,0,4,z ale w ski,1,1,1,0,0
ukoug,15645,5,4,1,2,uk oug,1,1,0,0,0
militaries,150569,10,8,2,3,m ilit aries,0,0,0,0,0
courbe,15011,6,6,0,2,cour be,1,1,1,1,0
kennebellsuperchargers,12720,22,13,9,7,ken ne b ells uper charg ers,0,0,0,0,0
lbt,99540,3,3,0,2,l bt,1,1,1,1,1
collegeville,201580,12,7,5,2,college ville,0,0,0,0,0
peril,1258951,5,5,0,2,per il,1,1,1,1,0
delfzijl,13050,8,7,1,5,d elf z ij l,0,1,0,0,0
halman,14943,6,5,1,2,hal man,1,1,0,0,0
lowly,543486,5,4,1,2,low ly,1,1,0,0,1
nondelivery,21989,11,9,2,3,n ond elivery,0,1,0,0,0
birthmarks,60194,10,9,1,2,birth marks,0,1,0,1,0
devilhorns,14085,10,10,0,3,devil h orns,1,1,1,0,0
pijn,132338,4,4,0,2,pi jn,1,1,1,0,0
mssp,42213,4,3,1,2,m ssp,1,1,1,1,0
moblogs,94632,7,6,1,2,mob logs,0,0,0,0,1
cornelio,46446,8,7,1,3,corn el io,1,1,1,1,1
duvivier,26720,8,6,2,4,du v iv ier,0,1,0,0,0
tarantulas,87246,10,7,3,3,tar ant ulas,1,1,0,0,0
biffy,58886,5,4,1,3,b iff y,1,1,0,0,0
sonu,83559,4,4,0,2,son u,1,1,0,0,1
translocator,35665,12,8,4,2,trans locator,0,0,0,0,0
joker,1492319,5,5,0,2,j oker,1,1,1,1,0
serpentis,21322,9,7,2,3,ser pent is,0,1,0,0,0
radiolive,24037,9,8,1,3,radi ol ive,0,1,0,1,0
iccm,21763,4,3,1,2,ic cm,0,1,0,0,0
xic,17473,3,3,0,1,xic,1,1,1,1,1
cgcs,20058,4,3,1,2,cg cs,0,1,0,0,0
elbaradei,161323,9,7,2,4,el bar ade i,0,1,0,0,0
quarreled,41092,9,7,2,4,qu ar re led,0,1,1,1,0
alas,2321771,4,3,1,2,al as,0,1,0,1,1
mcnees,25046,6,5,1,2,mc nees,0,1,0,0,1
cammo,30610,5,4,1,2,cam mo,1,1,1,1,0
departemen,14598,10,8,2,2,depart emen,1,1,0,0,0
souple,17204,6,6,0,2,s ouple,1,1,1,0,0
hanham,28962,6,4,2,2,han ham,0,1,0,0,0
consell,15617,7,6,1,2,cons ell,1,1,0,0,0
paent,30587,5,5,0,2,pa ent,1,1,1,0,1
belorussian,56636,11,10,1,3,bel or ussian,0,1,0,0,0
nitros,20177,6,6,0,2,nit ros,1,1,1,0,1
aragones,29149,8,7,1,3,ar ag ones,1,1,0,0,0
goffman,77514,7,6,1,3,g off man,1,1,0,0,0
margining,19325,9,6,3,2,margin ing,0,1,0,0,0
currenct,14606,8,6,2,4,c urre n ct,1,1,0,0,0
rssrss,45397,6,2,4,2,rss rss,1,0,0,0,0
felodipine,60795,10,8,2,4,fel od ip ine,0,1,0,0,0
trossachs,74711,9,7,2,3,t ross achs,0,0,0,0,0
notificar,13200,9,8,1,2,not ificar,0,0,0,0,0
signoret,19027,8,8,0,2,sign oret,1,1,1,0,0
heals,666561,5,5,0,2,he als,1,1,1,0,0
durational,31400,10,9,1,2,dur ational,1,1,0,0,0
scuttled,109034,8,7,1,3,sc utt led,1,1,1,0,0
reinsert,75990,8,6,2,2,re insert,0,1,0,0,1
freedy,20213,6,5,1,2,fre edy,0,1,0,1,1
phosphatase,1371318,11,7,4,4,ph osph at ase,0,0,0,0,0
umb,211275,3,3,0,1,umb,1,1,1,0,0
amenorrhea,159127,10,7,3,3,amen orr hea,0,1,0,0,0
blitch,16870,6,6,0,2,bl itch,1,1,1,1,1
clofibrate,42160,10,10,0,3,clo f ibrate,1,1,0,1,0
katila,15878,6,5,1,2,kat ila,1,1,0,1,0
editby,47526,6,6,0,2,edit by,1,1,1,1,0
vacantly,25922,8,7,1,2,vac antly,0,1,0,1,0
fotografica,51513,11,8,3,4,f ot ograf ica,0,0,0,0,0
trudging,92440,8,7,1,2,tr udging,1,1,0,0,0
faltoyano,108868,9,7,2,4,f alto y ano,0,1,0,0,0
zucc,15188,4,3,1,2,z ucc,1,1,0,0,0
worksource,69469,10,8,2,2,work source,0,1,0,0,0
died,35803272,4,3,1,2,d ied,1,1,0,0,0
ballynahinch,72802,12,8,4,4,b ally nah inch,0,1,0,0,0
lubed,75886,5,5,0,3,l ub ed,1,1,1,1,1
tricarico,13796,9,6,3,4,tr ic ar ico,0,1,0,0,0
tfg,105725,3,3,0,2,t fg,1,1,1,1,1
spree,1218040,5,4,1,2,sp ree,1,1,0,0,1
rizla,72798,5,5,0,2,riz la,1,1,1,1,1
benutzen,52986,8,6,2,3,ben ut zen,0,1,0,0,0
mastey,14243,6,6,0,2,mast ey,1,1,1,1,1
boullion,17299,8,6,2,4,b ou ll ion,1,1,1,0,0
eigenlijk,22746,9,7,2,3,e igen lijk,0,0,0,0,0
categorie,378164,9,8,1,1,categorie,0,0,0,1,0
enshrines,41206,9,6,3,3,ens hr ines,0,0,0,0,0
crashers,1232504,8,6,2,3,cr ash ers,1,1,0,0,0
theurgist,26869,9,8,1,3,the urg ist,1,1,0,0,0
equilib,43632,7,6,1,2,equ ilib,0,0,0,0,0
wehave,53016,6,5,1,2,we have,0,1,0,0,0
triggs,69761,6,5,1,2,tr iggs,1,1,0,0,0
unmeaning,17122,9,7,2,2,un meaning,0,1,0,0,0
islami,129660,6,5,1,2,isl ami,1,1,0,1,1
stigmatic,15946,9,7,2,2,st igmatic,0,1,0,0,0
regolamenti,15583,11,10,1,3,reg ol amenti,0,1,0,0,0
boroscope,14064,9,7,2,2,bor oscope,0,0,0,0,0
bakuretsu,25623,9,8,1,4,bak ure ts u,1,1,0,0,0
organdy,44172,7,7,0,2,org andy,1,1,1,1,1
musculosos,48921,10,6,4,3,mus culos os,0,1,0,0,0
quotable,372598,8,8,0,2,quot able,1,1,0,1,0
hugecock,89452,8,7,1,2,huge cock,1,0,0,0,0
applnk,56244,6,5,1,2,appl nk,1,1,0,0,0
spilo,18854,5,5,0,2,sp ilo,1,1,1,0,1
libgtkhtml,53079,10,8,2,3,lib gtk html,0,0,0,0,0
micromirror,20167,11,5,6,3,mic rom irror,0,1,0,0,0
usermin,284789,7,7,0,2,user min,1,1,1,1,1
modi,389093,4,4,0,2,mod i,1,1,1,0,1
dirigible,46663,9,7,2,3,dir ig ible,0,0,0,0,0
hardbacks,56280,9,8,1,2,hard backs,0,1,0,0,0
deerfield,1409276,9,6,3,2,deer field,0,1,0,0,0
joustas,34590,7,6,1,3,j oust as,1,1,0,0,0
elderfield,16315,10,6,4,2,elder field,0,1,0,0,0
lua,1030282,3,3,0,1,lua,1,1,0,1,1
greggory,20286,8,5,3,3,greg g ory,0,1,0,0,0
hamworthy,39268,9,8,1,2,ham worthy,1,0,0,0,0
partition,6700658,9,7,2,1,partition,0,0,0,0,0
suntrek,13375,7,7,0,3,s unt rek,1,1,1,1,1
lefferts,33447,8,6,2,3,le ff erts,0,1,0,0,0
maritzburg,19557,10,9,1,3,mar itz burg,0,1,0,1,0
jenica,14480,6,6,0,2,jen ica,1,1,1,0,0
adeli,16604,5,5,0,2,ad eli,1,1,1,0,0
tablebrcol,44095,10,8,2,4,table b rc ol,0,0,0,0,0
shubik,20084,6,6,0,3,sh ub ik,1,1,1,1,1
coulouris,16402,9,7,2,4,c oul our is,0,1,0,0,0
tamango,14332,7,6,1,2,tam ango,1,1,0,0,0
sanso,18754,5,4,1,2,sans o,0,1,0,0,0
fnk,30577,3,3,0,2,fn k,1,1,0,1,1
warcraft,6168116,8,6,2,2,war craft,1,1,0,0,0
ecosphere,28798,9,7,2,2,ec osphere,0,0,0,0,0
belguim,45662,7,7,0,3,bel gu im,1,1,1,0,0
wwwdbzcom,31113,9,7,2,4,www db z com,1,1,0,1,0
ithaki,25965,6,5,1,2,ith aki,0,1,0,1,0
marillion,246106,9,7,2,2,mar illion,0,1,0,0,0
cohon,13456,5,4,1,2,coh on,1,1,1,1,0
arany,12863,5,4,1,2,ar any,1,1,0,0,0
testifying,551790,10,8,2,2,test ifying,1,1,0,0,0
teriffic,15514,8,6,2,3,ter iff ic,0,1,0,0,0
bombers,1991459,7,6,1,3,b om bers,1,1,0,0,1
trunking,345546,8,7,1,3,tr unk ing,1,1,0,0,0
iod,363529,3,3,0,1,iod,1,1,1,1,0
darlin,434427,6,6,0,2,dar lin,1,1,1,0,0
tzedek,43614,6,5,1,3,t zed ek,0,1,0,1,0
bkm,64348,3,3,0,2,b km,1,1,1,1,1
oscillate,157070,9,8,1,3,osc ill ate,0,1,0,0,0
lehet,21017,5,4,1,2,le het,0,1,0,0,0
politech,134173,8,8,0,2,pol itech,1,1,1,0,0
crashdown,29819,9,9,0,3,cr ash down,1,1,1,0,0
neanderpundit,18202,13,9,4,5,ne ander p und it,0,0,0,0,0
antipiracy,32334,10,8,2,4,ant ip ir acy,0,1,0,0,0
solera,50449,6,6,0,2,sol era,0,1,1,0,1
tassajara,33445,9,5,4,4,t ass aj ara,0,1,0,0,0
poppnett,69974,8,5,3,3,p opp nett,0,0,0,0,0
yanchep,21856,7,7,0,3,y anch ep,1,1,1,1,1
jobsinconstruction,42324,18,10,8,3,jobs in construction,0,0,0,0,0
flowefs,13079,7,6,1,2,flow efs,1,1,0,0,0
florapost,117174,9,8,1,4,fl or ap ost,0,1,1,0,0
trpl,20595,4,4,0,2,tr pl,1,1,1,0,1
barelythere,21817,11,8,3,3,bare ly there,0,1,0,0,0
intaglio,130837,8,7,1,3,int ag lio,0,1,0,1,0
review,339067778,6,5,1,1,review,0,1,0,1,0
carboxy,188134,7,7,0,3,car box y,1,1,1,0,0
pharyngeal,178376,10,9,1,4,ph ary nge al,1,1,0,0,0
rissman,13239,7,6,1,3,r iss man,0,1,1,0,0
animowany,13486,9,7,2,2,anim owany,1,1,0,1,0
julianne,666559,8,7,1,3,j ul ianne,1,1,0,0,0
stillen,74877,7,6,1,2,still en,0,1,1,0,0
supercenters,48936,12,8,4,2,super centers,0,1,0,0,0
veas,37624,4,4,0,2,ve as,1,1,1,0,1
andthe,172587,6,6,0,2,and the,1,1,1,0,1
incidente,12902,9,6,3,2,incident e,0,1,0,0,0
bgci,15324,4,4,0,2,bg ci,1,1,1,1,1
uav,377174,3,3,0,2,u av,1,1,1,1,1
ow,2376433,2,2,0,1,ow,1,1,1,1,0
subprofilecom,30995,13,12,1,3,sub profile com,0,1,0,0,0
os,44556124,2,2,0,1,os,1,1,1,0,0
diecut,41909,6,6,0,2,die cut,1,1,1,1,0
citer,42011,5,5,0,2,c iter,1,1,1,1,1
ebrt,14348,4,4,0,3,e br t,1,1,1,1,1
flavoring,315224,9,9,0,3,fl avor ing,1,1,0,1,0
halicarnassus,20242,13,9,4,5,hal ic arn ass us,0,1,0,0,0
ugliness,249418,8,7,1,2,ug liness,0,1,0,0,0
pcfs,19521,4,4,0,2,pc fs,1,1,1,0,1
beastiakity,27439,11,8,3,4,be asti ak ity,0,1,0,0,0
pflc,24474,4,4,0,3,p fl c,1,1,1,1,1
goodprofornot,23255,13,8,5,4,good prof orn ot,0,0,0,0,0
topicparent,421144,11,9,2,2,topic parent,0,0,0,0,0
pcode,45678,5,5,0,2,p code,1,1,0,1,0
thekes,27365,6,5,1,3,th ek es,0,1,0,0,0
waif,89691,4,4,0,2,wa if,1,1,1,1,0
mandos,40036,6,6,0,2,mand os,1,1,1,0,1
rtype,66443,5,5,0,1,rtype,0,1,0,1,1
xeroxed,38628,7,5,2,3,x ero xed,0,1,0,0,0
aisan,138994,5,4,1,2,ais an,1,1,0,0,0
thermostability,20962,15,12,3,3,ther most ability,0,0,0,0,0
belucci,13776,7,6,1,2,bel ucci,0,1,0,0,0
handsets,2192653,8,7,1,2,hand sets,1,1,0,0,0
briquetting,23281,11,9,2,4,b ri quet ting,0,1,0,0,0
osorterat,30021,9,6,3,4,os ort er at,0,0,0,0,0
pdes,136454,4,4,0,2,p des,1,1,1,0,1
rollo,376381,5,3,2,1,rollo,0,1,0,0,0
smeg,836414,4,4,0,2,sm eg,1,1,1,0,0
cryogen,26548,7,7,0,2,cry ogen,1,1,1,0,0
rebus,227042,5,5,0,2,re bus,1,1,1,1,0
padres,1677708,6,6,0,2,pad res,1,1,1,0,0
picx,45816,4,4,0,2,pic x,1,1,1,1,1
pian,95080,4,4,0,2,p ian,1,1,1,0,0
cadenas,35228,7,6,1,3,c aden as,1,1,0,1,1
ffff,606747,4,1,3,1,ffff,1,1,1,1,1
tert,318408,4,3,1,2,ter t,1,1,1,1,0
herron,439898,6,5,1,3,h err on,1,1,1,1,0
insertional,56033,11,9,2,2,insert ional,0,0,0,0,0
vgo,20365,3,3,0,2,v go,1,1,1,1,0
femaledom,33345,9,7,2,4,f em aled om,0,0,0,0,0
eleven,6033802,6,4,2,2,ele ven,0,1,0,0,0
amani,112836,5,4,1,2,am ani,1,1,0,1,0
manhunt,407992,7,6,1,2,man hunt,1,1,0,1,0
beadboard,138924,9,6,3,3,be ad board,0,1,0,0,0
rossville,228505,9,7,2,2,ross ville,0,1,0,0,0
centrifuged,173568,11,10,1,4,cent rif ug ed,0,1,1,1,0
scripter,74288,8,7,1,2,script er,1,1,0,0,0
hasc,18911,4,4,0,2,has c,1,1,1,1,0
noahmeyerhans,36237,13,9,4,6,no ah m eyer h ans,0,1,0,0,0
thursby,100950,7,7,0,3,th urs by,1,1,1,1,0
epair,14079,5,5,0,2,ep air,1,1,1,0,0
newsblaster,68161,11,9,2,3,news bl aster,0,0,0,0,0
zatchbell,15920,9,8,1,3,z atch bell,0,1,0,0,0
notebooktasche,25086,14,10,4,4,note book tas che,0,0,0,0,0
intervet,34734,8,6,2,3,int erv et,0,1,0,0,0
dicor,36582,5,5,0,2,dic or,1,1,1,1,1
reelcraft,22223,9,7,2,3,re el craft,1,1,1,0,1
malos,35440,5,5,0,2,mal os,1,1,1,0,1
viewforum,22480,9,9,0,2,view forum,1,1,0,0,0
catflirt,13181,8,7,1,3,cat fl irt,1,1,0,0,0
windriver,54098,9,7,2,2,wind river,0,1,0,0,0
intranuclear,29790,12,9,3,3,in tran uclear,0,0,0,0,0
gladys,1128937,6,6,0,3,gl ad ys,1,1,1,0,0
tzname,15865,6,6,0,2,tz name,1,1,1,1,0
electrograph,59335,12,10,2,3,elect ro graph,0,1,0,0,0
bolivares,49923,9,9,0,3,bol iv ares,1,1,0,0,0
biela,18911,5,5,0,2,bi ela,1,1,1,0,1
profetional,56489,11,10,1,3,prof et ional,0,1,0,0,0
betoptic,18788,8,7,1,2,bet optic,1,1,0,0,0
convienence,16958,11,6,5,3,conv ien ence,0,1,0,0,0
demands,11843789,7,6,1,2,dem ands,0,1,0,0,0
ripcurl,97820,7,6,1,3,ri pc url,1,1,0,0,0
dolibarr,112946,8,7,1,3,d olib arr,0,1,0,0,0
plainville,312033,10,7,3,2,plain ville,0,0,0,0,0
bourbon,1477640,7,5,2,2,bour bon,0,1,0,0,0
autoplanet,14481,10,8,2,3,autop lan et,1,1,0,0,0
oring,63639,5,5,0,1,oring,1,1,1,1,0
subfile,64122,7,7,0,2,sub file,1,1,1,1,1
mayores,118407,7,7,0,2,may ores,1,1,1,0,0
mugwumps,16127,8,6,2,4,m ug w umps,0,1,0,0,0
swayne,74767,6,6,0,2,sw ayne,1,1,1,1,1
mandell,182199,7,6,1,2,mand ell,1,1,0,0,1
linin,15768,5,3,2,2,lin in,1,1,0,0,0
swerved,98229,7,6,1,2,sw erved,1,1,0,0,0
afula,19792,5,4,1,3,a ful a,1,1,0,0,1
